C note;Notes;Scale;Degrees;MIDI notes
Cdiminished7;[ 0, 3, 6, 9 ];partch_u6;[ 0, 0.3, 0.6, 0.9 ];[ c 0, c 0, c#0, c#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];pelog;[ 0, 2, 2.3, 4.1 ];[ c 0, d 0, d 0, e 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];phrygian;[ 0, 2, 3.1, 5.1 ];[ c 0, d 0, d#0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];prometheus;[ 0, 1.1, 3, 3.3 ];[ c 0, c#0, d#0, d#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];purvi;[ 0, 1.2, 3, 5.1 ];[ c 0, c#0, d#0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];rast;[ 0, 0.3, 1.2, 2.2 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];rastDesc;[ 0, 0.3, 1.2, 2.2 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];ritusen;[ 0, 1.1, 2.1, 4 ];[ c 0, c#0, d 0, e 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];romanianMinor;[ 0, 2, 3, 5 ];[ c 0, d 0, d#0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];saba;[ 0, 1, 2, 3.1 ];[ c 0, c#0, d 0, d#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];scriabin;[ 0, 1.2, 2.2, 4 ];[ c 0, c#0, d 0, e 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];shang;[ 0, 1.1, 2.1, 3.2 ];[ c 0, c#0, d 0, d#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];shawqAfza;[ 0, 0.3, 1.2, 2.1 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];sikah;[ 0, 1, 1.3, 2.2 ];[ c 0, c#0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];sikahDesc;[ 0, 1, 1.3, 2.2 ];[ c 0, c#0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];spanish;[ 0, 1.2, 3.1, 5.1 ];[ c 0, c#0, d#0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];superLocrian;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];suznak;[ 0, 0.3, 1.2, 2.2 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];todi;[ 0, 2, 3, 5.1 ];[ c 0, d 0, d#0, f 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];ushaqMashri;[ 0, 0.3, 2, 2.3 ];[ c 0, c 0, d 0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];whole;[ 0, 1.1, 3, 4.1 ];[ c 0, c#0, d#0, e 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];yakah;[ 0, 0.3, 1.2, 2.2 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];yakahDesc;[ 0, 0.3, 1.2, 2.2 ];[ c 0, c 0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];yu;[ 0, 1, 2.1, 3.2 ];[ c 0, c#0, d 0, d#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];zamzam;[ 0, 1.1, 2, 3.1 ];[ c 0, c#0, d 0, d#0 ]
Cdiminished7;[ 0, 3, 6, 9 ];zanjaran;[ 0, 1.1, 1.4, 2.1 ];[ c 0, c#0, c#0, d 0 ]
Cdiminished7;[ 0, 3, 6, 9 ];zhi;[ 0, 1.1, 2.1, 4 ];[ c 0, c#0, d 0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];aeolian;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];ahirbhairav;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];ajam;[ 0, 1, 1.3, 3 ];[ c 0, c#0, c#0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];atharKurd;[ 0, 1.2, 2.1, 2.4 ];[ c 0, c#0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];augmented;[ 0, 2, 3, 4.2 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];augmented2;[ 0, 2, 3.2, 5.1 ];[ c 0, d 0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];bartok;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];bastanikar;[ 0, 1.1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];bayati;[ 0, 1.1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];bhairav;[ 0, 2, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];chinese;[ 0, 1, 3, 3.3 ];[ c 0, c#0, d#0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];chromatic;[ 0, 4, 7, 10 ];[ c 0, e 0, g 0, a#0 ]
Cdom7;[ 0, 4, 7, 10 ];chromatic24;[ 0, 4, 7, 10 ];[ c 0, e 0, g 0, a#0 ]
Cdom7;[ 0, 4, 7, 10 ];diminished;[ 0, 3, 5, 7 ];[ c 0, d#0, f 0, g 0 ]
Cdom7;[ 0, 4, 7, 10 ];diminished2;[ 0, 2.1, 4.1, 6.1 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];dorian;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];egyptian;[ 0, 1.2, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];enigmatic;[ 0, 2, 3.1, 5 ];[ c 0, d 0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];farahfaza;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];gong;[ 0, 2, 3, 4.1 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];harmonicMajor;[ 0, 2, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];harmonicMinor;[ 0, 2.1, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexAeolian;[ 0, 1.1, 3, 5 ];[ c 0, c#0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexDorian;[ 0, 2.1, 4, 5 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexMajor6;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexMajor7;[ 0, 2, 3, 4.1 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexPhrygian;[ 0, 2.1, 3.2, 5 ];[ c 0, d 0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hexSus;[ 0, 1.2, 3, 5 ];[ c 0, c#0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];hijaz;[ 0, 1.2, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];hijazDesc;[ 0, 1.2, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];hindu;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];hirajoshi;[ 0, 2.1, 3, 4.2 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];hungarianMinor;[ 0, 2.1, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];husseini;[ 0, 1.1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];huzam;[ 0, 1.1, 2, 3.1 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];indian;[ 0, 1, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];ionian;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];iraq;[ 0, 1.1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];iwato;[ 0, 1.3, 3.1, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];jiao;[ 0, 1.1, 2.2, 4 ];[ c 0, c#0, d 0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];jiharkah;[ 0, 1, 1.3, 3 ];[ c 0, c#0, c#0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];karjighar;[ 0, 1.1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];kijazKarKurd;[ 0, 1.2, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];kumoi;[ 0, 2.1, 3, 4.1 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];kurd;[ 0, 1.2, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];leadingWhole;[ 0, 2, 3.1, 5 ];[ c 0, d 0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];locrian;[ 0, 2.1, 4.1, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];locrianMajor;[ 0, 2, 4.1, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];lydian;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];lydianMinor;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];mahur;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];major;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];majorPentatonic;[ 0, 2, 3, 4.1 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];marva;[ 0, 2, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];melodicMajor;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];melodicMinor;[ 0, 2.1, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];melodicMinorDesc;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];minor;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];minorPentatonic;[ 0, 1.1, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];mixolydian;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];murassah;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];mustar;[ 0, 0.4, 2, 2.3 ];[ c 0, c 0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];nahawand;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];nahawandDesc;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];nairuz;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];nawaAthar;[ 0, 1, 2.1, 2.4 ];[ c 0, c#0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];neapolitanMajor;[ 0, 2.1, 4, 5.1 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];neapolitanMinor;[ 0, 2.1, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];nikriz;[ 0, 1, 2.1, 2.4 ];[ c 0, c#0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o1;[ 0, 0.4, 0.7, 1.2 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o2;[ 0, 0.4, 1, 1.3 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o3;[ 0, 0.4, 1.1, 1.4 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o4;[ 0, 0.4, 1.2, 1.5 ];[ c 0, c 0, c#0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o5;[ 0, 0.4, 0.7, 1 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_o6;[ 0, 0.4, 0.7, 1.1 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u1;[ 0, 0.4, 0.7, 1.1 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u2;[ 0, 0.4, 0.7, 1.2 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u3;[ 0, 0.4, 1, 1.3 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u4;[ 0, 0.4, 1.1, 1.4 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u5;[ 0, 0.4, 1.2, 1.5 ];[ c 0, c 0, c#0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];partch_u6;[ 0, 0.4, 0.7, 1 ];[ c 0, c 0, c#0, c#0 ]
Cdom7;[ 0, 4, 7, 10 ];pelog;[ 0, 2.1, 3, 4.2 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];phrygian;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];prometheus;[ 0, 2, 3.1, 3.4 ];[ c 0, d 0, d#0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];purvi;[ 0, 2, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];rast;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];rastDesc;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];ritusen;[ 0, 1.2, 3, 4.1 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];romanianMinor;[ 0, 2.1, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];saba;[ 0, 1.1, 2.1, 3.2 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];scriabin;[ 0, 2, 3, 4.1 ];[ c 0, d 0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];shang;[ 0, 1.2, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];shawqAfza;[ 0, 1, 1.3, 3 ];[ c 0, c#0, c#0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];sikah;[ 0, 1.1, 2, 2.3 ];[ c 0, c#0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];sikahDesc;[ 0, 1.1, 2, 2.3 ];[ c 0, c#0, d 0, d 0 ]
Cdom7;[ 0, 4, 7, 10 ];spanish;[ 0, 2, 4, 6 ];[ c 0, d 0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];superLocrian;[ 0, 3, 4.1, 6 ];[ c 0, d#0, e 0, f#0 ]
Cdom7;[ 0, 4, 7, 10 ];suznak;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];todi;[ 0, 2.1, 4, 5.2 ];[ c 0, d 0, e 0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];ushaqMashri;[ 0, 1, 2.1, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];whole;[ 0, 2, 3.1, 5 ];[ c 0, d 0, d#0, f 0 ]
Cdom7;[ 0, 4, 7, 10 ];yakah;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];yakahDesc;[ 0, 1, 2, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];yu;[ 0, 1.1, 3, 4 ];[ c 0, c#0, d#0, e 0 ]
Cdom7;[ 0, 4, 7, 10 ];zamzam;[ 0, 1.2, 2.1, 3.2 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];zanjaran;[ 0, 1.2, 1.5, 3 ];[ c 0, c#0, d 0, d#0 ]
Cdom7;[ 0, 4, 7, 10 ];zhi;[ 0, 1.2, 3, 4.1 ];[ c 0, c#0, d#0, e 0 ]
Cm;[ 0, 3, 7 ];aeolian;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];ahirbhairav;[ 0, 1.2, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];ajam;[ 0, 0.3, 1.3 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];atharKurd;[ 0, 1.1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];augmented;[ 0, 1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];augmented2;[ 0, 1.2, 3.2 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];bartok;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];bastanikar;[ 0, 1, 2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];bayati;[ 0, 1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];bhairav;[ 0, 1.2, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];chinese;[ 0, 0.3, 3 ];[ c 0, c 0, d#0 ]
Cm;[ 0, 3, 7 ];chromatic;[ 0, 3, 7 ];[ c 0, d#0, g 0 ]
Cm;[ 0, 3, 7 ];chromatic24;[ 0, 3, 7 ];[ c 0, d#0, g 0 ]
Cm;[ 0, 3, 7 ];diminished;[ 0, 2, 5 ];[ c 0, d 0, f 0 ]
Cm;[ 0, 3, 7 ];diminished2;[ 0, 2, 4.1 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];dorian;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];egyptian;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];enigmatic;[ 0, 1.2, 3.1 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];farahfaza;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];gong;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];harmonicMajor;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];harmonicMinor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];hexAeolian;[ 0, 1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];hexDorian;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];hexMajor6;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];hexMajor7;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];hexPhrygian;[ 0, 2, 3.2 ];[ c 0, d 0, d#0 ]
Cm;[ 0, 3, 7 ];hexSus;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];hijaz;[ 0, 1.1, 1.5 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];hijazDesc;[ 0, 1.1, 1.5 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];hindu;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];hirajoshi;[ 0, 2, 3 ];[ c 0, d 0, d#0 ]
Cm;[ 0, 3, 7 ];hungarianMinor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];husseini;[ 0, 1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];huzam;[ 0, 1, 2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];indian;[ 0, 0.3, 3 ];[ c 0, c 0, d#0 ]
Cm;[ 0, 3, 7 ];ionian;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];iraq;[ 0, 1, 2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];iwato;[ 0, 1.2, 3.1 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];jiao;[ 0, 1, 2.2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];jiharkah;[ 0, 0.3, 1.3 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];karjighar;[ 0, 1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];kijazKarKurd;[ 0, 1.1, 1.5 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];kumoi;[ 0, 2, 3 ];[ c 0, d 0, d#0 ]
Cm;[ 0, 3, 7 ];kurd;[ 0, 1.1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];leadingWhole;[ 0, 1.1, 3.1 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];locrian;[ 0, 2, 4.1 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];locrianMajor;[ 0, 1.1, 4.1 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];lydian;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];lydianMinor;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];mahur;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];major;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];majorPentatonic;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];marva;[ 0, 1.2, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];melodicMajor;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];melodicMinor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];melodicMinorDesc;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];minor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];minorPentatonic;[ 0, 1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];mixolydian;[ 0, 1.1, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];murassah;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];mustar;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];nahawand;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];nahawandDesc;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];nairuz;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];nawaAthar;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];neapolitanMajor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];neapolitanMinor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];nikriz;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];partch_o1;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_o2;[ 0, 0.3, 1 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_o3;[ 0, 0.3, 1.1 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_o4;[ 0, 0.3, 1.2 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_o5;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_o6;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u1;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u2;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u3;[ 0, 0.3, 1 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u4;[ 0, 0.3, 1.1 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u5;[ 0, 0.3, 1.2 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];partch_u6;[ 0, 0.3, 0.7 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];pelog;[ 0, 2, 3 ];[ c 0, d 0, d#0 ]
Cm;[ 0, 3, 7 ];phrygian;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];prometheus;[ 0, 1.1, 3.1 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];purvi;[ 0, 1.2, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];rast;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];rastDesc;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];ritusen;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];romanianMinor;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
